"Código","Unidade Territorial","UF","Referência","Pessoas beneficiárias no PBF (até Out/2021)","Pessoas beneficiárias no PBF (a partir de Mar/2023)"
"330130","CASIMIRO DE ABREU","RJ","10/2016","6223",""
"330130","CASIMIRO DE ABREU","RJ","11/2016","6156",""
"330130","CASIMIRO DE ABREU","RJ","01/2025","","9345"
"330130","CASIMIRO DE ABREU","RJ","12/2020","6944",""
"330130","CASIMIRO DE ABREU","RJ","02/2016","6332",""
"330130","CASIMIRO DE ABREU","RJ","04/2025","","9386"
"330130","CASIMIRO DE ABREU","RJ","03/2016","5967",""
"330130","CASIMIRO DE ABREU","RJ","03/2025","","9371"
"330130","CASIMIRO DE ABREU","RJ","11/2020","6944",""
"330130","CASIMIRO DE ABREU","RJ","06/2016","5934",""
"330130","CASIMIRO DE ABREU","RJ","09/2020","6944",""
"330130","CASIMIRO DE ABREU","RJ","08/2020","6956",""
"330130","CASIMIRO DE ABREU","RJ","04/2020","6934",""
"330130","CASIMIRO DE ABREU","RJ","12/2016","6149",""
"330130","CASIMIRO DE ABREU","RJ","04/2016","6011",""
"330130","CASIMIRO DE ABREU","RJ","03/2020","5410",""
"330130","CASIMIRO DE ABREU","RJ","08/2016","6170",""
"330130","CASIMIRO DE ABREU","RJ","05/2020","6956",""
"330130","CASIMIRO DE ABREU","RJ","02/2020","5495",""
"330130","CASIMIRO DE ABREU","RJ","03/2021","6799",""
"330130","CASIMIRO DE ABREU","RJ","06/2019","6024",""
"330130","CASIMIRO DE ABREU","RJ","07/2019","5948",""
"330130","CASIMIRO DE ABREU","RJ","10/2021","6771",""
"330130","CASIMIRO DE ABREU","RJ","11/2019","5481",""
"330130","CASIMIRO DE ABREU","RJ","04/2021","6795",""
"330130","CASIMIRO DE ABREU","RJ","03/2019","6028",""
"330130","CASIMIRO DE ABREU","RJ","01/2021","6914",""
"330130","CASIMIRO DE ABREU","RJ","09/2021","6776",""
"330130","CASIMIRO DE ABREU","RJ","05/2019","6155",""
"330130","CASIMIRO DE ABREU","RJ","12/2013","6452",""
"330130","CASIMIRO DE ABREU","RJ","06/2021","6795",""
"330130","CASIMIRO DE ABREU","RJ","05/2021","6795",""
"330130","CASIMIRO DE ABREU","RJ","08/2019","5936",""
"330130","CASIMIRO DE ABREU","RJ","10/2019","5728",""
"330130","CASIMIRO DE ABREU","RJ","02/2019","5912",""
"330130","CASIMIRO DE ABREU","RJ","09/2019","5743",""
"330130","CASIMIRO DE ABREU","RJ","03/2017","5816",""
"330130","CASIMIRO DE ABREU","RJ","01/2019","5878",""
"330130","CASIMIRO DE ABREU","RJ","08/2021","6776",""
"330130","CASIMIRO DE ABREU","RJ","02/2021","6841",""
"330130","CASIMIRO DE ABREU","RJ","04/2019","6048",""
"330130","CASIMIRO DE ABREU","RJ","10/2014","6149",""
"330130","CASIMIRO DE ABREU","RJ","09/2014","6110",""
"330130","CASIMIRO DE ABREU","RJ","07/2021","6795",""
"330130","CASIMIRO DE ABREU","RJ","12/2019","5486",""
"330130","CASIMIRO DE ABREU","RJ","06/2014","6192",""
"330130","CASIMIRO DE ABREU","RJ","12/2015","6529",""
"330130","CASIMIRO DE ABREU","RJ","03/2014","6236",""
"330130","CASIMIRO DE ABREU","RJ","02/2015","6294",""
"330130","CASIMIRO DE ABREU","RJ","02/2014","6378",""
"330130","CASIMIRO DE ABREU","RJ","05/2014","6052",""
"330130","CASIMIRO DE ABREU","RJ","03/2015","6245",""
"330130","CASIMIRO DE ABREU","RJ","11/2014","6206",""
"330130","CASIMIRO DE ABREU","RJ","01/2015","6229",""
"330130","CASIMIRO DE ABREU","RJ","06/2015","6020",""
"330130","CASIMIRO DE ABREU","RJ","10/2015","6558",""
"330130","CASIMIRO DE ABREU","RJ","05/2015","6020",""
"330130","CASIMIRO DE ABREU","RJ","04/2015","5997",""
"330130","CASIMIRO DE ABREU","RJ","12/2014","6195",""
"330130","CASIMIRO DE ABREU","RJ","08/2014","6057",""
"330130","CASIMIRO DE ABREU","RJ","08/2015","6042",""
"330130","CASIMIRO DE ABREU","RJ","04/2014","6243",""
"330130","CASIMIRO DE ABREU","RJ","11/2015","6418",""
"330130","CASIMIRO DE ABREU","RJ","09/2015","6734",""
"330130","CASIMIRO DE ABREU","RJ","07/2015","6062",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2015","5507",""
"330140","CONCEIÇÃO DE MACABU","RJ","09/2015","5157",""
"330140","CONCEIÇÃO DE MACABU","RJ","12/2015","5288",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2015","5508",""
"330140","CONCEIÇÃO DE MACABU","RJ","09/2014","5327",""
"330140","CONCEIÇÃO DE MACABU","RJ","11/2015","5110",""
"330140","CONCEIÇÃO DE MACABU","RJ","08/2015","5406",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2015","5425",""
"330140","CONCEIÇÃO DE MACABU","RJ","01/2015","5496",""
"330140","CONCEIÇÃO DE MACABU","RJ","07/2015","5413",""
"330140","CONCEIÇÃO DE MACABU","RJ","10/2015","5144",""
"330140","CONCEIÇÃO DE MACABU","RJ","06/2015","5387",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2014","5129",""
"330140","CONCEIÇÃO DE MACABU","RJ","04/2015","5442",""
"330140","CONCEIÇÃO DE MACABU","RJ","11/2014","5578",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2014","5208",""
"330140","CONCEIÇÃO DE MACABU","RJ","06/2014","5387",""
"330140","CONCEIÇÃO DE MACABU","RJ","04/2016","5730",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2020","5473",""
"330140","CONCEIÇÃO DE MACABU","RJ","08/2020","5473",""
"330140","CONCEIÇÃO DE MACABU","RJ","01/2016","5605",""
"330140","CONCEIÇÃO DE MACABU","RJ","01/2020","5503",""
"330140","CONCEIÇÃO DE MACABU","RJ","04/2020","5467",""
"330140","CONCEIÇÃO DE MACABU","RJ","11/2020","5462",""
"330140","CONCEIÇÃO DE MACABU","RJ","01/2025","","7001"
"330140","CONCEIÇÃO DE MACABU","RJ","09/2020","5462",""
"330140","CONCEIÇÃO DE MACABU","RJ","06/2020","5473",""
"330140","CONCEIÇÃO DE MACABU","RJ","10/2020","5462",""
"330140","CONCEIÇÃO DE MACABU","RJ","10/2016","5363",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2016","5603",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2025","","7029"
"330140","CONCEIÇÃO DE MACABU","RJ","08/2016","5653",""
"330140","CONCEIÇÃO DE MACABU","RJ","09/2016","5380",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2020","5505",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2016","5701",""
"330140","CONCEIÇÃO DE MACABU","RJ","06/2016","5695",""
"330140","CONCEIÇÃO DE MACABU","RJ","07/2020","5473",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2025","","7022"
"330140","CONCEIÇÃO DE MACABU","RJ","12/2020","5462",""
"330140","CONCEIÇÃO DE MACABU","RJ","11/2016","5285",""
"330140","CONCEIÇÃO DE MACABU","RJ","07/2016","5686",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2020","5452",""
"330140","CONCEIÇÃO DE MACABU","RJ","12/2016","5318",""
"330140","CONCEIÇÃO DE MACABU","RJ","04/2025","","7032"
"330140","CONCEIÇÃO DE MACABU","RJ","03/2016","5732",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2025","","7000"
"330140","CONCEIÇÃO DE MACABU","RJ","03/2023","","8118"
"330140","CONCEIÇÃO DE MACABU","RJ","06/2024","","7071"
"330140","CONCEIÇÃO DE MACABU","RJ","04/2023","","8092"
"330140","CONCEIÇÃO DE MACABU","RJ","12/2024","","7106"
"330140","CONCEIÇÃO DE MACABU","RJ","06/2023","","8036"
"330140","CONCEIÇÃO DE MACABU","RJ","07/2023","","7905"
"330140","CONCEIÇÃO DE MACABU","RJ","12/2023","","7537"
"330140","CONCEIÇÃO DE MACABU","RJ","02/2024","","7329"
"330140","CONCEIÇÃO DE MACABU","RJ","04/2014","5330",""
"330140","CONCEIÇÃO DE MACABU","RJ","11/2023","","7589"
"330140","CONCEIÇÃO DE MACABU","RJ","09/2023","","7848"
"330140","CONCEIÇÃO DE MACABU","RJ","10/2023","","7751"
"330140","CONCEIÇÃO DE MACABU","RJ","05/2023","","8045"
"330140","CONCEIÇÃO DE MACABU","RJ","04/2024","","7324"
"330140","CONCEIÇÃO DE MACABU","RJ","10/2014","5480",""
"330140","CONCEIÇÃO DE MACABU","RJ","09/2024","","7210"
"330140","CONCEIÇÃO DE MACABU","RJ","08/2023","","7890"
"330140","CONCEIÇÃO DE MACABU","RJ","05/2024","","7181"
"330140","CONCEIÇÃO DE MACABU","RJ","11/2024","","7228"
"330140","CONCEIÇÃO DE MACABU","RJ","07/2024","","7278"
"330140","CONCEIÇÃO DE MACABU","RJ","10/2024","","7254"
"330140","CONCEIÇÃO DE MACABU","RJ","07/2014","5363",""
"330140","CONCEIÇÃO DE MACABU","RJ","01/2014","5045",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2024","","7306"
"330140","CONCEIÇÃO DE MACABU","RJ","08/2024","","7218"
"330140","CONCEIÇÃO DE MACABU","RJ","01/2024","","7566"
"330140","CONCEIÇÃO DE MACABU","RJ","01/2018","6043",""
"330140","CONCEIÇÃO DE MACABU","RJ","08/2018","5791",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2018","6081",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2018","6058",""
"330140","CONCEIÇÃO DE MACABU","RJ","09/2018","5672",""
"330140","CONCEIÇÃO DE MACABU","RJ","10/2018","5690",""
"330140","CONCEIÇÃO DE MACABU","RJ","07/2018","5777",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2017","5751",""
"330140","CONCEIÇÃO DE MACABU","RJ","04/2017","5724",""
"330140","CONCEIÇÃO DE MACABU","RJ","11/2017","5908",""
"330140","CONCEIÇÃO DE MACABU","RJ","12/2018","5857",""
"330140","CONCEIÇÃO DE MACABU","RJ","08/2017","5809",""
"330140","CONCEIÇÃO DE MACABU","RJ","04/2018","5974",""
"330140","CONCEIÇÃO DE MACABU","RJ","09/2017","5878",""
"330140","CONCEIÇÃO DE MACABU","RJ","06/2018","5823",""
"330140","CONCEIÇÃO DE MACABU","RJ","12/2014","5525",""
"330140","CONCEIÇÃO DE MACABU","RJ","10/2017","5896",""
"330140","CONCEIÇÃO DE MACABU","RJ","01/2017","5688",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2018","6111",""
"330140","CONCEIÇÃO DE MACABU","RJ","12/2017","5946",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2017","5694",""
"330140","CONCEIÇÃO DE MACABU","RJ","11/2018","5852",""
"330140","CONCEIÇÃO DE MACABU","RJ","07/2017","5396",""
"330140","CONCEIÇÃO DE MACABU","RJ","08/2019","5716",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2021","5365",""
"330140","CONCEIÇÃO DE MACABU","RJ","06/2021","5304",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2014","5279",""
"330140","CONCEIÇÃO DE MACABU","RJ","09/2019","5614",""
"330140","CONCEIÇÃO DE MACABU","RJ","04/2021","5304",""
"330140","CONCEIÇÃO DE MACABU","RJ","08/2021","5297",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2019","5865",""
"330140","CONCEIÇÃO DE MACABU","RJ","10/2019","5623",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2019","5706",""
"330140","CONCEIÇÃO DE MACABU","RJ","10/2021","5297",""
"330140","CONCEIÇÃO DE MACABU","RJ","11/2019","5524",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2019","5671",""
"330140","CONCEIÇÃO DE MACABU","RJ","07/2021","5304",""
"330140","CONCEIÇÃO DE MACABU","RJ","03/2021","5325",""
"330140","CONCEIÇÃO DE MACABU","RJ","07/2019","5706",""
"330140","CONCEIÇÃO DE MACABU","RJ","06/2019","5784",""
"330140","CONCEIÇÃO DE MACABU","RJ","01/2019","5627",""
"330140","CONCEIÇÃO DE MACABU","RJ","01/2021","5452",""
"330140","CONCEIÇÃO DE MACABU","RJ","05/2021","5304",""
"330140","CONCEIÇÃO DE MACABU","RJ","12/2013","5075",""
"330140","CONCEIÇÃO DE MACABU","RJ","12/2019","5526",""
"330140","CONCEIÇÃO DE MACABU","RJ","09/2021","5297",""
"330140","CONCEIÇÃO DE MACABU","RJ","08/2014","5277",""
"330140","CONCEIÇÃO DE MACABU","RJ","02/2017","5784",""
"330140","CONCEIÇÃO DE MACABU","RJ","04/2019","5767",""
"330140","CONCEIÇÃO DE MACABU","RJ","06/2017","5653",""
"330150","CORDEIRO","RJ","07/2021","2882",""
"330150","CORDEIRO","RJ","12/2013","3190",""
"330150","CORDEIRO","RJ","04/2014","3027",""
"330150","CORDEIRO","RJ","07/2014","2875",""
"330150","CORDEIRO","RJ","11/2014","2798",""
"330150","CORDEIRO","RJ","12/2019","2680",""
"330150","CORDEIRO","RJ","09/2014","2800",""
"330150","CORDEIRO","RJ","08/2014","2804",""
"330150","CORDEIRO","RJ","02/2014","3132",""
"330150","CORDEIRO","RJ","10/2019","2707",""
"330150","CORDEIRO","RJ","08/2019","2797",""
"330150","CORDEIRO","RJ","02/2019","2839",""
"330150","CORDEIRO","RJ","03/2019","2888",""
"330150","CORDEIRO","RJ","06/2021","2882",""
"330150","CORDEIRO","RJ","07/2019","2812",""
"330150","CORDEIRO","RJ","05/2021","2882",""
"330150","CORDEIRO","RJ","02/2021","2913",""
"330150","CORDEIRO","RJ","11/2019","2653",""
"330150","CORDEIRO","RJ","10/2021","2879",""
"330150","CORDEIRO","RJ","06/2019","2834",""
"330150","CORDEIRO","RJ","03/2021","2900",""
"330150","CORDEIRO","RJ","09/2019","2723",""
"330150","CORDEIRO","RJ","09/2021","2879",""
"330150","CORDEIRO","RJ","04/2019","2857",""
"330150","CORDEIRO","RJ","05/2019","2917",""
"330150","CORDEIRO","RJ","01/2021","2957",""
"330150","CORDEIRO","RJ","01/2019","2831",""
"330150","CORDEIRO","RJ","08/2021","2879",""
"330150","CORDEIRO","RJ","04/2021","2882",""
"330150","CORDEIRO","RJ","09/2024","","4284"
"330150","CORDEIRO","RJ","02/2024","","4458"
"330150","CORDEIRO","RJ","09/2023","","4460"
"330150","CORDEIRO","RJ","11/2024","","4217"
"330150","CORDEIRO","RJ","07/2023","","4321"
"330150","CORDEIRO","RJ","12/2023","","4524"
"330150","CORDEIRO","RJ","08/2023","","4301"
"330150","CORDEIRO","RJ","11/2023","","4505"
"330150","CORDEIRO","RJ","03/2024","","4420"
"330150","CORDEIRO","RJ","03/2014","2973",""
"330150","CORDEIRO","RJ","05/2023","","4392"
"330150","CORDEIRO","RJ","01/2024","","4541"
"330150","CORDEIRO","RJ","10/2023","","4423"
"330150","CORDEIRO","RJ","08/2024","","4292"
"330150","CORDEIRO","RJ","04/2024","","4410"
"330150","CORDEIRO","RJ","10/2024","","4229"
"330150","CORDEIRO","RJ","03/2023","","4474"
"330150","CORDEIRO","RJ","05/2024","","4412"
"330150","CORDEIRO","RJ","05/2014","2929",""
"330150","CORDEIRO","RJ","06/2023","","4381"
"330150","CORDEIRO","RJ","12/2024","","4189"
"330150","CORDEIRO","RJ","06/2024","","4400"
"330150","CORDEIRO","RJ","04/2023","","4438"
"330150","CORDEIRO","RJ","07/2024","","4296"
"330150","CORDEIRO","RJ","01/2015","2756",""
"330150","CORDEIRO","RJ","01/2014","3144",""
"330150","CORDEIRO","RJ","10/2015","2739",""
"330150","CORDEIRO","RJ","12/2014","2778",""
"330150","CORDEIRO","RJ","05/2015","2523",""
"330150","CORDEIRO","RJ","06/2015","2519",""
"330150","CORDEIRO","RJ","10/2014","2791",""
"330150","CORDEIRO","RJ","07/2015","2668",""
"330150","CORDEIRO","RJ","09/2015","2818",""
"330150","CORDEIRO","RJ","12/2015","2743",""
"330150","CORDEIRO","RJ","02/2015","2768",""
"330150","CORDEIRO","RJ","03/2015","2770",""
"330150","CORDEIRO","RJ","11/2015","2673",""
"330150","CORDEIRO","RJ","08/2015","2654",""
"330150","CORDEIRO","RJ","04/2015","2544",""
"330150","CORDEIRO","RJ","02/2016","2580",""
"330150","CORDEIRO","RJ","11/2020","2992",""
"330150","CORDEIRO","RJ","08/2020","3013",""
"330150","CORDEIRO","RJ","07/2016","2582",""
"330150","CORDEIRO","RJ","11/2016","2701",""
"330150","CORDEIRO","RJ","09/2020","2992",""
"330150","CORDEIRO","RJ","02/2025","","4132"
"330150","CORDEIRO","RJ","03/2016","2467",""
"330150","CORDEIRO","RJ","04/2025","","4105"
"330150","CORDEIRO","RJ","01/2020","2656",""
"330150","CORDEIRO","RJ","06/2016","2464",""
"330150","CORDEIRO","RJ","06/2014","2971",""
"330150","CORDEIRO","RJ","05/2016","2483",""
"330150","CORDEIRO","RJ","04/2016","2485",""
"330150","CORDEIRO","RJ","12/2016","2594",""
"330150","CORDEIRO","RJ","02/2020","2658",""
"330150","CORDEIRO","RJ","07/2020","3013",""
"330150","CORDEIRO","RJ","05/2025","","4103"
"330150","CORDEIRO","RJ","03/2025","","4110"
"330150","CORDEIRO","RJ","09/2016","2686",""
"330150","CORDEIRO","RJ","10/2016","2725",""
"330150","CORDEIRO","RJ","04/2020","3014",""
"330150","CORDEIRO","RJ","10/2020","2992",""
"330150","CORDEIRO","RJ","08/2016","2559",""
"330150","CORDEIRO","RJ","03/2020","2601",""
"330150","CORDEIRO","RJ","01/2025","","4133"
"330150","CORDEIRO","RJ","05/2020","3013",""
"330150","CORDEIRO","RJ","06/2020","3013",""
"330150","CORDEIRO","RJ","01/2016","2576",""
"330150","CORDEIRO","RJ","12/2020","2992",""
"330150","CORDEIRO","RJ","05/2017","2471",""
"330150","CORDEIRO","RJ","11/2017","2519",""
"330150","CORDEIRO","RJ","08/2018","2817",""
"330150","CORDEIRO","RJ","07/2017","2384",""
"330150","CORDEIRO","RJ","01/2018","2691",""
"330150","CORDEIRO","RJ","01/2017","2495",""
"330150","CORDEIRO","RJ","06/2018","2736",""
"330150","CORDEIRO","RJ","12/2018","2914",""
"330150","CORDEIRO","RJ","02/2017","2517",""
"330150","CORDEIRO","RJ","03/2017","2509",""
"330150","CORDEIRO","RJ","08/2017","2441",""
"330150","CORDEIRO","RJ","05/2018","2800",""
"330150","CORDEIRO","RJ","11/2018","2936",""
"330150","CORDEIRO","RJ","04/2018","2716",""
"330150","CORDEIRO","RJ","07/2018","2797",""
"330150","CORDEIRO","RJ","04/2017","2517",""
"330150","CORDEIRO","RJ","06/2017","2446",""
"330150","CORDEIRO","RJ","03/2018","2757",""
"330150","CORDEIRO","RJ","10/2017","2461",""
"330150","CORDEIRO","RJ","12/2017","2603",""
"330150","CORDEIRO","RJ","09/2017","2404",""
"330150","CORDEIRO","RJ","09/2018","2863",""
"330150","CORDEIRO","RJ","02/2018","2729",""
"330150","CORDEIRO","RJ","10/2018","2908",""
"330160","DUAS BARRAS","RJ","11/2017","1849",""
"330160","DUAS BARRAS","RJ","10/2016","2034",""
"330160","DUAS BARRAS","RJ","03/2018","1905",""
"330160","DUAS BARRAS","RJ","05/2018","1874",""
"330160","DUAS BARRAS","RJ","04/2017","1738",""
"330160","DUAS BARRAS","RJ","02/2017","1791",""
"330160","DUAS BARRAS","RJ","01/2014","2048",""
"330160","DUAS BARRAS","RJ","07/2018","1835",""
"330160","DUAS BARRAS","RJ","09/2018","1851",""
"330160","DUAS BARRAS","RJ","02/2018","1894",""
"330160","DUAS BARRAS","RJ","04/2018","1817",""
"330160","DUAS BARRAS","RJ","03/2017","1770",""
"330160","DUAS BARRAS","RJ","08/2017","1770",""
"330160","DUAS BARRAS","RJ","01/2018","1896",""
"330160","DUAS BARRAS","RJ","11/2018","1893",""
"330160","DUAS BARRAS","RJ","07/2017","1701",""
"330160","DUAS BARRAS","RJ","09/2017","1797",""
"330160","DUAS BARRAS","RJ","08/2014","1918",""
"330160","DUAS BARRAS","RJ","10/2017","1833",""
"330160","DUAS BARRAS","RJ","05/2017","1717",""
"330160","DUAS BARRAS","RJ","12/2018","1958",""
"330160","DUAS BARRAS","RJ","10/2018","1872",""
"330160","DUAS BARRAS","RJ","12/2017","1856",""
"330160","DUAS BARRAS","RJ","08/2018","1844",""
"330160","DUAS BARRAS","RJ","06/2018","1813",""
"330160","DUAS BARRAS","RJ","01/2017","1908",""
"330160","DUAS BARRAS","RJ","05/2014","1924",""
"330160","DUAS BARRAS","RJ","04/2015","2133",""
"330160","DUAS BARRAS","RJ","05/2015","2104",""
"330160","DUAS BARRAS","RJ","02/2015","2020",""
"330160","DUAS BARRAS","RJ","09/2015","2210",""
"330160","DUAS BARRAS","RJ","09/2014","1929",""
"330160","DUAS BARRAS","RJ","12/2015","2184",""
"330160","DUAS BARRAS","RJ","12/2014","2006",""
"330160","DUAS BARRAS","RJ","07/2015","2245",""
"330160","DUAS BARRAS","RJ","10/2014","1928",""
"330160","DUAS BARRAS","RJ","03/2015","2010",""
"330160","DUAS BARRAS","RJ","10/2015","2138",""
"330160","DUAS BARRAS","RJ","06/2015","2159",""
"330160","DUAS BARRAS","RJ","03/2014","1950",""
"330160","DUAS BARRAS","RJ","11/2015","2134",""
"330160","DUAS BARRAS","RJ","07/2014","1952",""
"330160","DUAS BARRAS","RJ","01/2015","2009",""
"330160","DUAS BARRAS","RJ","08/2015","2236",""
"330160","DUAS BARRAS","RJ","12/2019","1723",""
"330160","DUAS BARRAS","RJ","02/2021","1951",""
"330160","DUAS BARRAS","RJ","08/2019","1897",""
"330160","DUAS BARRAS","RJ","11/2014","2026",""
"330160","DUAS BARRAS","RJ","07/2021","1983",""
"330160","DUAS BARRAS","RJ","01/2019","1956",""
"330160","DUAS BARRAS","RJ","01/2021","1899",""
"330160","DUAS BARRAS","RJ","05/2021","1983",""
"330160","DUAS BARRAS","RJ","03/2019","1970",""
"330160","DUAS BARRAS","RJ","09/2019","1803",""
"330160","DUAS BARRAS","RJ","10/2021","1981",""
"330160","DUAS BARRAS","RJ","02/2019","1943",""
"330160","DUAS BARRAS","RJ","03/2021","1965",""
"330160","DUAS BARRAS","RJ","06/2019","1962",""
"330160","DUAS BARRAS","RJ","04/2021","1983",""
"330160","DUAS BARRAS","RJ","07/2019","1905",""
"330160","DUAS BARRAS","RJ","04/2019","1952",""
"330160","DUAS BARRAS","RJ","06/2017","1759",""
"330160","DUAS BARRAS","RJ","06/2021","1983",""
"330160","DUAS BARRAS","RJ","09/2021","1981",""
"330160","DUAS BARRAS","RJ","10/2019","1784",""
"330160","DUAS BARRAS","RJ","12/2013","2051",""
"330160","DUAS BARRAS","RJ","05/2019","1997",""
"330160","DUAS BARRAS","RJ","11/2019","1751",""
"330160","DUAS BARRAS","RJ","08/2021","1981",""
"330160","DUAS BARRAS","RJ","02/2014","2058",""
"330160","DUAS BARRAS","RJ","05/2023","","2892"
"330160","DUAS BARRAS","RJ","09/2024","","3007"
"330160","DUAS BARRAS","RJ","08/2023","","3060"
"330160","DUAS BARRAS","RJ","11/2023","","3092"
"330160","DUAS BARRAS","RJ","05/2024","","3035"
"330160","DUAS BARRAS","RJ","11/2024","","2919"
"330160","DUAS BARRAS","RJ","09/2023","","3074"
"330160","DUAS BARRAS","RJ","03/2024","","3052"
"330160","DUAS BARRAS","RJ","08/2024","","3041"
"330160","DUAS BARRAS","RJ","04/2014","1959",""
"330160","DUAS BARRAS","RJ","12/2024","","2860"
"330160","DUAS BARRAS","RJ","06/2024","","3157"
"330160","DUAS BARRAS","RJ","01/2024","","3084"
"330160","DUAS BARRAS","RJ","06/2014","1949",""
"330160","DUAS BARRAS","RJ","07/2024","","3067"
"330160","DUAS BARRAS","RJ","10/2023","","3118"
"330160","DUAS BARRAS","RJ","03/2023","","2904"
"330160","DUAS BARRAS","RJ","07/2023","","2861"
"330160","DUAS BARRAS","RJ","02/2024","","3072"
"330160","DUAS BARRAS","RJ","06/2023","","2903"
"330160","DUAS BARRAS","RJ","04/2023","","2885"
"330160","DUAS BARRAS","RJ","12/2023","","3079"
"330160","DUAS BARRAS","RJ","10/2024","","2923"
"330160","DUAS BARRAS","RJ","04/2024","","3041"
"330160","DUAS BARRAS","RJ","02/2020","1721",""
"330160","DUAS BARRAS","RJ","12/2020","1924",""
"330160","DUAS BARRAS","RJ","03/2020","1696",""
"330160","DUAS BARRAS","RJ","05/2020","1937",""
"330160","DUAS BARRAS","RJ","01/2016","2183",""
"330160","DUAS BARRAS","RJ","04/2016","2099",""
"330160","DUAS BARRAS","RJ","08/2016","2057",""
"330160","DUAS BARRAS","RJ","07/2016","2094",""
"330160","DUAS BARRAS","RJ","02/2016","2170",""
"330160","DUAS BARRAS","RJ","01/2025","","2812"
"330160","DUAS BARRAS","RJ","11/2016","1999",""
"330160","DUAS BARRAS","RJ","06/2016","2056",""
"330160","DUAS BARRAS","RJ","09/2020","1924",""
"330160","DUAS BARRAS","RJ","04/2020","1938",""
"330160","DUAS BARRAS","RJ","12/2016","2001",""
"330160","DUAS BARRAS","RJ","08/2020","1937",""
"330160","DUAS BARRAS","RJ","07/2020","1937",""
"330160","DUAS BARRAS","RJ","05/2016","2081",""
"330160","DUAS BARRAS","RJ","01/2020","1727",""
"330160","DUAS BARRAS","RJ","02/2025","","2811"
"330160","DUAS BARRAS","RJ","11/2020","1924",""
"330160","DUAS BARRAS","RJ","09/2016","2017",""
"330160","DUAS BARRAS","RJ","04/2025","","2730"
"330160","DUAS BARRAS","RJ","06/2020","1937",""
"330160","DUAS BARRAS","RJ","03/2016","2087",""
"330160","DUAS BARRAS","RJ","03/2025","","2763"
"330160","DUAS BARRAS","RJ","10/2020","1924",""
"330160","DUAS BARRAS","RJ","05/2025","","2701"
"330170","DUQUE DE CAXIAS","RJ","08/2020","166976",""
"330170","DUQUE DE CAXIAS","RJ","06/2020","166976",""
"330170","DUQUE DE CAXIAS","RJ","03/2020","139975",""
"330170","DUQUE DE CAXIAS","RJ","10/2020","166450",""
"330170","DUQUE DE CAXIAS","RJ","01/2020","142982",""
"330170","DUQUE DE CAXIAS","RJ","05/2025","","253829"
"330170","DUQUE DE CAXIAS","RJ","12/2016","178967",""
"330170","DUQUE DE CAXIAS","RJ","04/2016","182875",""
"330170","DUQUE DE CAXIAS","RJ","11/2020","166450",""
"330170","DUQUE DE CAXIAS","RJ","06/2016","181147",""
"330170","DUQUE DE CAXIAS","RJ","02/2016","190673",""
"330170","DUQUE DE CAXIAS","RJ","03/2016","181940",""
"330170","DUQUE DE CAXIAS","RJ","12/2020","166450",""
"330170","DUQUE DE CAXIAS","RJ","04/2025","","253898"
"330170","DUQUE DE CAXIAS","RJ","05/2016","182413",""
"330170","DUQUE DE CAXIAS","RJ","01/2016","190695",""
"330170","DUQUE DE CAXIAS","RJ","11/2016","179241",""
"330170","DUQUE DE CAXIAS","RJ","03/2025","","254204"
"330170","DUQUE DE CAXIAS","RJ","05/2020","166918",""
"330170","DUQUE DE CAXIAS","RJ","02/2020","142751",""
"330170","DUQUE DE CAXIAS","RJ","01/2025","","258357"
"330170","DUQUE DE CAXIAS","RJ","02/2025","","257233"
"330170","DUQUE DE CAXIAS","RJ","08/2016","184759",""
"330170","DUQUE DE CAXIAS","RJ","07/2020","166976",""
"330170","DUQUE DE CAXIAS","RJ","09/2016","180318",""
"330170","DUQUE DE CAXIAS","RJ","09/2020","166450",""
"330170","DUQUE DE CAXIAS","RJ","10/2016","183490",""
"330170","DUQUE DE CAXIAS","RJ","04/2020","166921",""
"330170","DUQUE DE CAXIAS","RJ","06/2021","176055",""
"330170","DUQUE DE CAXIAS","RJ","11/2019","143689",""
