"Código","Unidade Territorial","UF","Referência","Pessoas beneficiárias no PBF (até Out/2021)","Pessoas beneficiárias no PBF (a partir de Mar/2023)"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2019","4978",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2021","5016",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2019","4881",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2019","5057",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2021","5000",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2019","4809",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2021","5016",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2021","5016",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2019","5309",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2019","5008",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2019","5041",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2019","5145",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2019","4854",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2021","5021",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2021","5021",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2013","5207",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2021","4966",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2021","5021",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2019","4871",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2019","4810",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2021","4973",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2018","4202",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2018","4194",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2018","4209",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2017","4290",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2018","4813",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2016","4589",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2014","5287",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2018","4147",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2017","3822",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2017","3927",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2018","4343",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2017","4025",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2017","3909",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2017","4230",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2017","3930",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2017","3823",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2018","4146",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2018","4052",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2018","4360",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2016","4546",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2018","4144",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2018","4547",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2014","5339",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2017","3976",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2017","4181",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2018","4859",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2017","4232",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2017","3692",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2014","5092",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2014","5173",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2015","4906",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2014","5146",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2014","5156",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2015","5158",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2014","5165",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2015","5188",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2014","5269",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2014","5228",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2015","5214",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2014","5185",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2015","4733",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2014","5309",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2015","4741",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2015","5167",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2015","4851",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2015","4895",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2015","4851",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2015","5162",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2015","5202",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2023","","10731"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2024","","9710"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2023","","10519"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2024","","8879"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2023","","10217"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2024","","9750"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2023","","10518"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2023","","10083"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2024","","8957"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2023","","10551"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2023","","10465"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2024","","8935"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2024","","9424"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2024","","9750"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2024","","10083"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2024","","9191"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2024","","9696"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2023","","10806"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2023","","10720"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2024","","9784"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2014","5216",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2023","","10857"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2024","","9282"
"330025","ARRAIAL DO CABO","RJ","01/2014","5616",""
"330025","ARRAIAL DO CABO","RJ","03/2023","","8572"
"330025","ARRAIAL DO CABO","RJ","08/2024","","7729"
"330025","ARRAIAL DO CABO","RJ","07/2023","","8463"
"330025","ARRAIAL DO CABO","RJ","05/2014","5511",""
"330025","ARRAIAL DO CABO","RJ","03/2014","5458",""
"330025","ARRAIAL DO CABO","RJ","12/2023","","8136"
"330025","ARRAIAL DO CABO","RJ","12/2024","","7579"
"330025","ARRAIAL DO CABO","RJ","10/2023","","8346"
"330025","ARRAIAL DO CABO","RJ","10/2024","","7602"
"330025","ARRAIAL DO CABO","RJ","02/2024","","8088"
"330025","ARRAIAL DO CABO","RJ","12/2014","5619",""
"330025","ARRAIAL DO CABO","RJ","06/2023","","8563"
"330025","ARRAIAL DO CABO","RJ","05/2024","","7949"
"330025","ARRAIAL DO CABO","RJ","05/2023","","8548"
"330025","ARRAIAL DO CABO","RJ","03/2024","","8055"
"330025","ARRAIAL DO CABO","RJ","09/2024","","7716"
"330025","ARRAIAL DO CABO","RJ","04/2023","","8520"
"330025","ARRAIAL DO CABO","RJ","01/2024","","8142"
"330025","ARRAIAL DO CABO","RJ","06/2024","","7975"
"330025","ARRAIAL DO CABO","RJ","08/2023","","8350"
"330025","ARRAIAL DO CABO","RJ","09/2023","","8347"
"330025","ARRAIAL DO CABO","RJ","11/2023","","8160"
"330025","ARRAIAL DO CABO","RJ","07/2024","","7730"
"330025","ARRAIAL DO CABO","RJ","04/2024","","8001"
"330025","ARRAIAL DO CABO","RJ","04/2014","5579",""
"330025","ARRAIAL DO CABO","RJ","11/2024","","7627"
"330025","ARRAIAL DO CABO","RJ","02/2016","5611",""
"330025","ARRAIAL DO CABO","RJ","01/2017","5578",""
"330025","ARRAIAL DO CABO","RJ","05/2018","5124",""
"330025","ARRAIAL DO CABO","RJ","03/2018","5276",""
"330025","ARRAIAL DO CABO","RJ","02/2018","5442",""
"330025","ARRAIAL DO CABO","RJ","11/2018","5216",""
"330025","ARRAIAL DO CABO","RJ","03/2017","5517",""
"330025","ARRAIAL DO CABO","RJ","08/2017","5476",""
"330025","ARRAIAL DO CABO","RJ","10/2017","5318",""
"330025","ARRAIAL DO CABO","RJ","04/2017","5414",""
"330025","ARRAIAL DO CABO","RJ","08/2018","5073",""
"330025","ARRAIAL DO CABO","RJ","11/2017","5422",""
"330025","ARRAIAL DO CABO","RJ","04/2016","5799",""
"330025","ARRAIAL DO CABO","RJ","02/2017","5617",""
"330025","ARRAIAL DO CABO","RJ","06/2017","5235",""
"330025","ARRAIAL DO CABO","RJ","07/2018","5052",""
"330025","ARRAIAL DO CABO","RJ","12/2018","5152",""
"330025","ARRAIAL DO CABO","RJ","10/2018","5158",""
"330025","ARRAIAL DO CABO","RJ","04/2018","5023",""
"330025","ARRAIAL DO CABO","RJ","09/2017","5410",""
"330025","ARRAIAL DO CABO","RJ","06/2018","5003",""
"330025","ARRAIAL DO CABO","RJ","07/2017","4925",""
"330025","ARRAIAL DO CABO","RJ","01/2018","5476",""
"330025","ARRAIAL DO CABO","RJ","09/2018","5011",""
"330025","ARRAIAL DO CABO","RJ","12/2017","5450",""
"330025","ARRAIAL DO CABO","RJ","05/2017","5260",""
"330025","ARRAIAL DO CABO","RJ","08/2020","4821",""
"330025","ARRAIAL DO CABO","RJ","07/2020","4821",""
"330025","ARRAIAL DO CABO","RJ","06/2020","4821",""
"330025","ARRAIAL DO CABO","RJ","01/2020","4165",""
"330025","ARRAIAL DO CABO","RJ","05/2025","","7486"
"330025","ARRAIAL DO CABO","RJ","10/2016","5203",""
"330025","ARRAIAL DO CABO","RJ","09/2016","5420",""
"330025","ARRAIAL DO CABO","RJ","01/2025","","7537"
"330025","ARRAIAL DO CABO","RJ","02/2020","4157",""
"330025","ARRAIAL DO CABO","RJ","03/2020","4030",""
"330025","ARRAIAL DO CABO","RJ","04/2020","4817",""
"330025","ARRAIAL DO CABO","RJ","08/2016","5625",""
"330025","ARRAIAL DO CABO","RJ","07/2016","5666",""
"330025","ARRAIAL DO CABO","RJ","02/2025","","7540"
"330025","ARRAIAL DO CABO","RJ","04/2025","","7500"
"330025","ARRAIAL DO CABO","RJ","10/2020","4741",""
"330025","ARRAIAL DO CABO","RJ","06/2016","5759",""
"330025","ARRAIAL DO CABO","RJ","05/2016","5774",""
"330025","ARRAIAL DO CABO","RJ","01/2016","5609",""
"330025","ARRAIAL DO CABO","RJ","09/2020","4741",""
"330025","ARRAIAL DO CABO","RJ","05/2020","4821",""
"330025","ARRAIAL DO CABO","RJ","12/2020","4741",""
"330025","ARRAIAL DO CABO","RJ","03/2016","5801",""
"330025","ARRAIAL DO CABO","RJ","03/2025","","7513"
"330025","ARRAIAL DO CABO","RJ","11/2020","4741",""
"330025","ARRAIAL DO CABO","RJ","12/2016","5263",""
"330025","ARRAIAL DO CABO","RJ","11/2016","5052",""
"330025","ARRAIAL DO CABO","RJ","07/2021","4540",""
"330025","ARRAIAL DO CABO","RJ","05/2021","4540",""
"330025","ARRAIAL DO CABO","RJ","01/2021","4695",""
"330025","ARRAIAL DO CABO","RJ","11/2019","4191",""
"330025","ARRAIAL DO CABO","RJ","10/2019","4338",""
"330025","ARRAIAL DO CABO","RJ","10/2021","4486",""
"330025","ARRAIAL DO CABO","RJ","12/2013","5550",""
"330025","ARRAIAL DO CABO","RJ","07/2014","5778",""
"330025","ARRAIAL DO CABO","RJ","06/2021","4540",""
"330025","ARRAIAL DO CABO","RJ","03/2019","4956",""
"330025","ARRAIAL DO CABO","RJ","03/2021","4574",""
"330025","ARRAIAL DO CABO","RJ","07/2019","4456",""
"330025","ARRAIAL DO CABO","RJ","02/2021","4582",""
"330025","ARRAIAL DO CABO","RJ","04/2019","4861",""
"330025","ARRAIAL DO CABO","RJ","08/2021","4486",""
"330025","ARRAIAL DO CABO","RJ","01/2019","4894",""
"330025","ARRAIAL DO CABO","RJ","09/2019","4329",""
"330025","ARRAIAL DO CABO","RJ","06/2019","4507",""
"330025","ARRAIAL DO CABO","RJ","09/2021","4486",""
"330025","ARRAIAL DO CABO","RJ","05/2019","4782",""
"330025","ARRAIAL DO CABO","RJ","04/2021","4540",""
"330025","ARRAIAL DO CABO","RJ","08/2019","4454",""
"330025","ARRAIAL DO CABO","RJ","12/2019","4207",""
"330025","ARRAIAL DO CABO","RJ","02/2019","4921",""
"330025","ARRAIAL DO CABO","RJ","08/2015","5292",""
"330025","ARRAIAL DO CABO","RJ","09/2015","5216",""
"330025","ARRAIAL DO CABO","RJ","04/2015","5358",""
"330025","ARRAIAL DO CABO","RJ","07/2015","5342",""
"330025","ARRAIAL DO CABO","RJ","02/2014","5591",""
"330025","ARRAIAL DO CABO","RJ","11/2014","5631",""
"330025","ARRAIAL DO CABO","RJ","09/2014","5588",""
"330025","ARRAIAL DO CABO","RJ","08/2014","5657",""
"330025","ARRAIAL DO CABO","RJ","12/2015","5164",""
"330025","ARRAIAL DO CABO","RJ","11/2015","5099",""
"330025","ARRAIAL DO CABO","RJ","02/2015","5619",""
"330025","ARRAIAL DO CABO","RJ","03/2015","5613",""
"330025","ARRAIAL DO CABO","RJ","05/2015","5363",""
"330025","ARRAIAL DO CABO","RJ","10/2014","5604",""
"330025","ARRAIAL DO CABO","RJ","06/2015","5325",""
"330025","ARRAIAL DO CABO","RJ","01/2015","5610",""
"330025","ARRAIAL DO CABO","RJ","06/2014","5559",""
"330025","ARRAIAL DO CABO","RJ","10/2015","5213",""
"330030","BARRA DO PIRAÍ","RJ","04/2015","16194",""
"330030","BARRA DO PIRAÍ","RJ","06/2015","16122",""
"330030","BARRA DO PIRAÍ","RJ","08/2015","16770",""
"330030","BARRA DO PIRAÍ","RJ","12/2015","15477",""
"330030","BARRA DO PIRAÍ","RJ","11/2015","15355",""
"330030","BARRA DO PIRAÍ","RJ","09/2015","16599",""
"330030","BARRA DO PIRAÍ","RJ","07/2015","16841",""
"330030","BARRA DO PIRAÍ","RJ","05/2015","16181",""
"330030","BARRA DO PIRAÍ","RJ","03/2015","15442",""
"330030","BARRA DO PIRAÍ","RJ","08/2014","15573",""
"330030","BARRA DO PIRAÍ","RJ","03/2014","16596",""
"330030","BARRA DO PIRAÍ","RJ","10/2015","15849",""
"330030","BARRA DO PIRAÍ","RJ","02/2015","15466",""
"330030","BARRA DO PIRAÍ","RJ","01/2015","15354",""
"330030","BARRA DO PIRAÍ","RJ","04/2016","14952",""
"330030","BARRA DO PIRAÍ","RJ","05/2014","16330",""
"330030","BARRA DO PIRAÍ","RJ","04/2020","14865",""
"330030","BARRA DO PIRAÍ","RJ","02/2016","15147",""
"330030","BARRA DO PIRAÍ","RJ","03/2016","14809",""
"330030","BARRA DO PIRAÍ","RJ","07/2020","14866",""
"330030","BARRA DO PIRAÍ","RJ","03/2020","12803",""
"330030","BARRA DO PIRAÍ","RJ","08/2016","15743",""
"330030","BARRA DO PIRAÍ","RJ","05/2020","14866",""
"330030","BARRA DO PIRAÍ","RJ","11/2020","14840",""
"330030","BARRA DO PIRAÍ","RJ","12/2016","16075",""
"330030","BARRA DO PIRAÍ","RJ","01/2025","","18965"
"330030","BARRA DO PIRAÍ","RJ","09/2016","16010",""
"330030","BARRA DO PIRAÍ","RJ","10/2020","14840",""
"330030","BARRA DO PIRAÍ","RJ","11/2016","16109",""
"330030","BARRA DO PIRAÍ","RJ","04/2025","","18971"
"330030","BARRA DO PIRAÍ","RJ","12/2020","14840",""
"330030","BARRA DO PIRAÍ","RJ","03/2025","","18963"
"330030","BARRA DO PIRAÍ","RJ","06/2016","14827",""
"330030","BARRA DO PIRAÍ","RJ","10/2016","16368",""
"330030","BARRA DO PIRAÍ","RJ","01/2020","13068",""
"330030","BARRA DO PIRAÍ","RJ","07/2016","15784",""
"330030","BARRA DO PIRAÍ","RJ","02/2020","13064",""
"330030","BARRA DO PIRAÍ","RJ","08/2020","14866",""
"330030","BARRA DO PIRAÍ","RJ","05/2016","14881",""
"330030","BARRA DO PIRAÍ","RJ","01/2016","14987",""
"330030","BARRA DO PIRAÍ","RJ","02/2025","","19015"
"330030","BARRA DO PIRAÍ","RJ","05/2025","","18918"
"330030","BARRA DO PIRAÍ","RJ","09/2020","14840",""
"330030","BARRA DO PIRAÍ","RJ","12/2014","15382",""
"330030","BARRA DO PIRAÍ","RJ","06/2020","14866",""
"330030","BARRA DO PIRAÍ","RJ","07/2024","","19545"
"330030","BARRA DO PIRAÍ","RJ","06/2024","","19903"
"330030","BARRA DO PIRAÍ","RJ","10/2023","","20564"
"330030","BARRA DO PIRAÍ","RJ","10/2024","","19219"
"330030","BARRA DO PIRAÍ","RJ","01/2014","16870",""
"330030","BARRA DO PIRAÍ","RJ","09/2024","","19221"
"330030","BARRA DO PIRAÍ","RJ","03/2024","","19581"
"330030","BARRA DO PIRAÍ","RJ","10/2014","15559",""
"330030","BARRA DO PIRAÍ","RJ","05/2024","","19805"
"330030","BARRA DO PIRAÍ","RJ","07/2023","","19714"
"330030","BARRA DO PIRAÍ","RJ","05/2023","","19925"
"330030","BARRA DO PIRAÍ","RJ","03/2023","","19599"
"330030","BARRA DO PIRAÍ","RJ","11/2023","","20365"
"330030","BARRA DO PIRAÍ","RJ","09/2014","15572",""
"330030","BARRA DO PIRAÍ","RJ","08/2024","","19436"
"330030","BARRA DO PIRAÍ","RJ","12/2024","","19108"
"330030","BARRA DO PIRAÍ","RJ","09/2023","","20612"
"330030","BARRA DO PIRAÍ","RJ","02/2014","16924",""
"330030","BARRA DO PIRAÍ","RJ","11/2024","","19245"
"330030","BARRA DO PIRAÍ","RJ","04/2023","","19502"
"330030","BARRA DO PIRAÍ","RJ","02/2024","","19635"
"330030","BARRA DO PIRAÍ","RJ","04/2024","","19726"
"330030","BARRA DO PIRAÍ","RJ","01/2024","","20099"
"330030","BARRA DO PIRAÍ","RJ","11/2014","15579",""
"330030","BARRA DO PIRAÍ","RJ","08/2023","","20432"
"330030","BARRA DO PIRAÍ","RJ","12/2023","","20077"
"330030","BARRA DO PIRAÍ","RJ","06/2023","","19937"
"330030","BARRA DO PIRAÍ","RJ","03/2017","15373",""
"330030","BARRA DO PIRAÍ","RJ","04/2017","15235",""
"330030","BARRA DO PIRAÍ","RJ","02/2018","15153",""
"330030","BARRA DO PIRAÍ","RJ","06/2018","14365",""
"330030","BARRA DO PIRAÍ","RJ","08/2017","14111",""
"330030","BARRA DO PIRAÍ","RJ","07/2017","13642",""
"330030","BARRA DO PIRAÍ","RJ","12/2018","14253",""
"330030","BARRA DO PIRAÍ","RJ","11/2018","14526",""
"330030","BARRA DO PIRAÍ","RJ","05/2018","14718",""
"330030","BARRA DO PIRAÍ","RJ","10/2017","14256",""
"330030","BARRA DO PIRAÍ","RJ","10/2018","14158",""
"330030","BARRA DO PIRAÍ","RJ","06/2017","15208",""
"330030","BARRA DO PIRAÍ","RJ","05/2017","15047",""
"330030","BARRA DO PIRAÍ","RJ","09/2017","14079",""
"330030","BARRA DO PIRAÍ","RJ","02/2017","15469",""
"330030","BARRA DO PIRAÍ","RJ","12/2017","14731",""
"330030","BARRA DO PIRAÍ","RJ","07/2014","15929",""
"330030","BARRA DO PIRAÍ","RJ","03/2018","15201",""
"330030","BARRA DO PIRAÍ","RJ","01/2018","14846",""
"330030","BARRA DO PIRAÍ","RJ","07/2018","14319",""
"330030","BARRA DO PIRAÍ","RJ","08/2018","14404",""
"330030","BARRA DO PIRAÍ","RJ","04/2018","14534",""
"330030","BARRA DO PIRAÍ","RJ","11/2017","14587",""
"330030","BARRA DO PIRAÍ","RJ","09/2018","13959",""
"330030","BARRA DO PIRAÍ","RJ","01/2017","15345",""
"330030","BARRA DO PIRAÍ","RJ","01/2019","13952",""
"330030","BARRA DO PIRAÍ","RJ","09/2021","15611",""
"330030","BARRA DO PIRAÍ","RJ","07/2021","15638",""
"330030","BARRA DO PIRAÍ","RJ","07/2019","13961",""
"330030","BARRA DO PIRAÍ","RJ","02/2019","14127",""
"330030","BARRA DO PIRAÍ","RJ","12/2019","13090",""
"330030","BARRA DO PIRAÍ","RJ","06/2021","15638",""
"330030","BARRA DO PIRAÍ","RJ","06/2014","16443",""
"330030","BARRA DO PIRAÍ","RJ","04/2014","16664",""
"330030","BARRA DO PIRAÍ","RJ","04/2021","15638",""
"330030","BARRA DO PIRAÍ","RJ","10/2021","15611",""
"330030","BARRA DO PIRAÍ","RJ","01/2021","14776",""
"330030","BARRA DO PIRAÍ","RJ","05/2019","14584",""
"330030","BARRA DO PIRAÍ","RJ","09/2019","13493",""
"330030","BARRA DO PIRAÍ","RJ","03/2019","14362",""
"330030","BARRA DO PIRAÍ","RJ","05/2021","15638",""
"330030","BARRA DO PIRAÍ","RJ","12/2013","16951",""
"330030","BARRA DO PIRAÍ","RJ","11/2019","13126",""
"330030","BARRA DO PIRAÍ","RJ","02/2021","14571",""
"330030","BARRA DO PIRAÍ","RJ","03/2021","15533",""
"330030","BARRA DO PIRAÍ","RJ","08/2019","13934",""
"330030","BARRA DO PIRAÍ","RJ","06/2019","14166",""
"330030","BARRA DO PIRAÍ","RJ","08/2021","15611",""
"330030","BARRA DO PIRAÍ","RJ","10/2019","13464",""
"330030","BARRA DO PIRAÍ","RJ","04/2019","14427",""
"330040","BARRA MANSA","RJ","09/2021","23046",""
"330040","BARRA MANSA","RJ","06/2021","23102",""
"330040","BARRA MANSA","RJ","05/2021","23102",""
"330040","BARRA MANSA","RJ","12/2013","22228",""
"330040","BARRA MANSA","RJ","11/2019","18068",""
"330040","BARRA MANSA","RJ","12/2019","18215",""
"330040","BARRA MANSA","RJ","08/2019","19531",""
"330040","BARRA MANSA","RJ","01/2014","22311",""
"330040","BARRA MANSA","RJ","01/2017","19410",""
"330040","BARRA MANSA","RJ","09/2019","18838",""
"330040","BARRA MANSA","RJ","04/2019","19524",""
"330040","BARRA MANSA","RJ","08/2021","23046",""
"330040","BARRA MANSA","RJ","02/2021","21790",""
"330040","BARRA MANSA","RJ","02/2019","18142",""
"330040","BARRA MANSA","RJ","07/2019","19523",""
"330040","BARRA MANSA","RJ","05/2019","20435",""
"330040","BARRA MANSA","RJ","03/2021","22698",""
"330040","BARRA MANSA","RJ","03/2019","18928",""
"330040","BARRA MANSA","RJ","07/2021","23102",""
"330040","BARRA MANSA","RJ","01/2021","20802",""
"330040","BARRA MANSA","RJ","10/2019","18787",""
"330040","BARRA MANSA","RJ","01/2019","17869",""
"330040","BARRA MANSA","RJ","06/2019","19922",""
"330040","BARRA MANSA","RJ","04/2021","23102",""
"330040","BARRA MANSA","RJ","10/2021","23046",""
"330040","BARRA MANSA","RJ","10/2024","","33877"
"330040","BARRA MANSA","RJ","08/2024","","33747"
"330040","BARRA MANSA","RJ","08/2023","","34492"
"330040","BARRA MANSA","RJ","07/2023","","32046"
"330040","BARRA MANSA","RJ","04/2024","","33146"
"330040","BARRA MANSA","RJ","06/2023","","32477"
"330040","BARRA MANSA","RJ","03/2024","","33357"
"330040","BARRA MANSA","RJ","11/2024","","33963"
"330040","BARRA MANSA","RJ","11/2023","","34456"
"330040","BARRA MANSA","RJ","07/2024","","33928"
"330040","BARRA MANSA","RJ","03/2023","","32844"
"330040","BARRA MANSA","RJ","05/2023","","32433"
"330040","BARRA MANSA","RJ","12/2024","","34246"
"330040","BARRA MANSA","RJ","09/2023","","34716"
"330040","BARRA MANSA","RJ","09/2024","","33639"
"330040","BARRA MANSA","RJ","06/2014","20869",""
"330040","BARRA MANSA","RJ","08/2014","20128",""
"330040","BARRA MANSA","RJ","04/2014","21677",""
"330040","BARRA MANSA","RJ","07/2014","20335",""
"330040","BARRA MANSA","RJ","10/2023","","34807"
"330040","BARRA MANSA","RJ","12/2023","","34304"
"330040","BARRA MANSA","RJ","05/2024","","33619"
"330040","BARRA MANSA","RJ","02/2024","","33786"
"330040","BARRA MANSA","RJ","04/2023","","32643"
