"Código","Unidade Territorial","UF","Referência","Quantidade total de famílias inscritas no Cadastro Único"
"330360","PARACAMBI","RJ","05/2016","5779"
"330360","PARACAMBI","RJ","06/2016","5787"
"330360","PARACAMBI","RJ","07/2016","5809"
"330360","PARACAMBI","RJ","09/2016","5862"
"330360","PARACAMBI","RJ","10/2016","5901"
"330360","PARACAMBI","RJ","12/2016","5818"
"330360","PARACAMBI","RJ","08/2016","5843"
"330360","PARACAMBI","RJ","11/2016","5911"
"330360","PARACAMBI","RJ","01/2015","5433"
"330360","PARACAMBI","RJ","03/2015","5577"
"330360","PARACAMBI","RJ","04/2015","5641"
"330360","PARACAMBI","RJ","05/2015","5672"
"330360","PARACAMBI","RJ","06/2015","5709"
"330360","PARACAMBI","RJ","08/2015","5598"
"330360","PARACAMBI","RJ","11/2015","5682"
"330360","PARACAMBI","RJ","07/2015","5556"
"330360","PARACAMBI","RJ","02/2015","5478"
"330360","PARACAMBI","RJ","12/2015","5737"
"330360","PARACAMBI","RJ","10/2015","5648"
"330360","PARACAMBI","RJ","09/2015","5620"
"330360","PARACAMBI","RJ","01/2014","5537"
"330360","PARACAMBI","RJ","04/2014","5585"
"330360","PARACAMBI","RJ","05/2014","5650"
"330360","PARACAMBI","RJ","06/2014","5684"
"330360","PARACAMBI","RJ","03/2014","5556"
"330360","PARACAMBI","RJ","02/2014","5539"
"330360","PARACAMBI","RJ","07/2014","5813"
"330360","PARACAMBI","RJ","08/2014","5872"
"330360","PARACAMBI","RJ","09/2014","5939"
"330360","PARACAMBI","RJ","12/2014","6038"
"330360","PARACAMBI","RJ","10/2014","5993"
"330360","PARACAMBI","RJ","11/2014","6026"
"330360","PARACAMBI","RJ","01/2013","4984"
"330360","PARACAMBI","RJ","02/2013","5052"
"330360","PARACAMBI","RJ","03/2013","5082"
"330360","PARACAMBI","RJ","04/2013","5164"
"330360","PARACAMBI","RJ","05/2013","5189"
"330360","PARACAMBI","RJ","06/2013","5201"
"330360","PARACAMBI","RJ","07/2013","5239"
"330360","PARACAMBI","RJ","09/2013","5341"
"330360","PARACAMBI","RJ","08/2013","5272"
"330360","PARACAMBI","RJ","12/2013","5474"
"330360","PARACAMBI","RJ","10/2013","5394"
"330360","PARACAMBI","RJ","11/2013","5449"
"330360","PARACAMBI","RJ","12/2012","4912"
"330360","PARACAMBI","RJ","11/2012","4825"
"330360","PARACAMBI","RJ","10/2012","4814"
"330360","PARACAMBI","RJ","09/2012","4788"
"330360","PARACAMBI","RJ","08/2012","4751"
"330370","PARAÍBA DO SUL","RJ","11/2012","3549"
"330370","PARAÍBA DO SUL","RJ","12/2012","3561"
"330370","PARAÍBA DO SUL","RJ","11/2013","3758"
"330370","PARAÍBA DO SUL","RJ","10/2013","3727"
"330370","PARAÍBA DO SUL","RJ","12/2013","3787"
"330370","PARAÍBA DO SUL","RJ","08/2013","3684"
"330370","PARAÍBA DO SUL","RJ","09/2013","3709"
"330370","PARAÍBA DO SUL","RJ","07/2013","3668"
"330370","PARAÍBA DO SUL","RJ","06/2013","3646"
"330370","PARAÍBA DO SUL","RJ","05/2013","3624"
"330370","PARAÍBA DO SUL","RJ","04/2013","3611"
"330370","PARAÍBA DO SUL","RJ","03/2013","3578"
"330370","PARAÍBA DO SUL","RJ","02/2013","3572"
"330370","PARAÍBA DO SUL","RJ","01/2013","3567"
"330370","PARAÍBA DO SUL","RJ","11/2014","4054"
"330370","PARAÍBA DO SUL","RJ","10/2014","4016"
"330370","PARAÍBA DO SUL","RJ","10/2012","3504"
"330370","PARAÍBA DO SUL","RJ","12/2014","4084"
"330370","PARAÍBA DO SUL","RJ","09/2014","3997"
"330370","PARAÍBA DO SUL","RJ","08/2014","3964"
"330370","PARAÍBA DO SUL","RJ","07/2014","3927"
"330370","PARAÍBA DO SUL","RJ","02/2014","3806"
"330370","PARAÍBA DO SUL","RJ","03/2014","3834"
"330370","PARAÍBA DO SUL","RJ","06/2014","3904"
"330370","PARAÍBA DO SUL","RJ","05/2014","3884"
"330370","PARAÍBA DO SUL","RJ","04/2014","3858"
"330370","PARAÍBA DO SUL","RJ","01/2014","3789"
"330370","PARAÍBA DO SUL","RJ","09/2015","3446"
"330370","PARAÍBA DO SUL","RJ","10/2015","3464"
"330370","PARAÍBA DO SUL","RJ","12/2015","3509"
"330370","PARAÍBA DO SUL","RJ","02/2015","3539"
"330370","PARAÍBA DO SUL","RJ","07/2015","3390"
"330370","PARAÍBA DO SUL","RJ","11/2015","3479"
"330370","PARAÍBA DO SUL","RJ","08/2015","3412"
"330370","PARAÍBA DO SUL","RJ","06/2015","3648"
"330370","PARAÍBA DO SUL","RJ","05/2015","3629"
"330370","PARAÍBA DO SUL","RJ","04/2015","3592"
"330370","PARAÍBA DO SUL","RJ","03/2015","3564"
"330370","PARAÍBA DO SUL","RJ","01/2015","3517"
"330370","PARAÍBA DO SUL","RJ","11/2016","3573"
"330370","PARAÍBA DO SUL","RJ","08/2016","3514"
"330370","PARAÍBA DO SUL","RJ","12/2016","3432"
"330370","PARAÍBA DO SUL","RJ","10/2016","3542"
"330370","PARAÍBA DO SUL","RJ","09/2016","3521"
"330370","PARAÍBA DO SUL","RJ","07/2016","3499"
"330370","PARAÍBA DO SUL","RJ","06/2016","3475"
"330370","PARAÍBA DO SUL","RJ","05/2016","3430"
"330370","PARAÍBA DO SUL","RJ","02/2016","3296"
"330370","PARAÍBA DO SUL","RJ","04/2016","3384"
"330370","PARAÍBA DO SUL","RJ","03/2016","3343"
"330370","PARAÍBA DO SUL","RJ","01/2016","3299"
"330370","PARAÍBA DO SUL","RJ","09/2017","3291"
"330370","PARAÍBA DO SUL","RJ","12/2017","3495"
"330370","PARAÍBA DO SUL","RJ","08/2017","3655"
"330370","PARAÍBA DO SUL","RJ","11/2017","3412"
"330370","PARAÍBA DO SUL","RJ","10/2017","3344"
"330370","PARAÍBA DO SUL","RJ","04/2017","3502"
"330370","PARAÍBA DO SUL","RJ","07/2017","3622"
"330370","PARAÍBA DO SUL","RJ","01/2017","3431"
"330370","PARAÍBA DO SUL","RJ","05/2017","3554"
"330370","PARAÍBA DO SUL","RJ","02/2017","3438"
"330370","PARAÍBA DO SUL","RJ","06/2017","3581"
"330370","PARAÍBA DO SUL","RJ","03/2017","3455"
"330370","PARAÍBA DO SUL","RJ","11/2018","4401"
"330370","PARAÍBA DO SUL","RJ","07/2018","3606"
"330370","PARAÍBA DO SUL","RJ","10/2018","4085"
"330370","PARAÍBA DO SUL","RJ","12/2018","4431"
"330370","PARAÍBA DO SUL","RJ","09/2018","3703"
"330370","PARAÍBA DO SUL","RJ","08/2018","3437"
"330370","PARAÍBA DO SUL","RJ","06/2018","3568"
"330370","PARAÍBA DO SUL","RJ","04/2018","3465"
"330370","PARAÍBA DO SUL","RJ","05/2018","3513"
"330370","PARAÍBA DO SUL","RJ","03/2018","3400"
"330370","PARAÍBA DO SUL","RJ","02/2018","3548"
"330370","PARAÍBA DO SUL","RJ","01/2018","3523"
"330370","PARAÍBA DO SUL","RJ","10/2019","4684"
"330370","PARAÍBA DO SUL","RJ","12/2019","4784"
"330370","PARAÍBA DO SUL","RJ","11/2019","4748"
"330370","PARAÍBA DO SUL","RJ","08/2019","4776"
"330370","PARAÍBA DO SUL","RJ","09/2019","4634"
"330370","PARAÍBA DO SUL","RJ","07/2019","4708"
"330370","PARAÍBA DO SUL","RJ","06/2019","4656"
"330370","PARAÍBA DO SUL","RJ","05/2019","4612"
"330370","PARAÍBA DO SUL","RJ","04/2019","4566"
"330370","PARAÍBA DO SUL","RJ","03/2019","4608"
"330370","PARAÍBA DO SUL","RJ","02/2019","4558"
"330370","PARAÍBA DO SUL","RJ","01/2019","4516"
"330370","PARAÍBA DO SUL","RJ","10/2020","5021"
"330370","PARAÍBA DO SUL","RJ","11/2020","4833"
"330370","PARAÍBA DO SUL","RJ","07/2020","4903"
"330370","PARAÍBA DO SUL","RJ","12/2020","4860"
"330370","PARAÍBA DO SUL","RJ","09/2020","4996"
"330370","PARAÍBA DO SUL","RJ","08/2020","4966"
"330370","PARAÍBA DO SUL","RJ","06/2020","4827"
"330370","PARAÍBA DO SUL","RJ","05/2020","4752"
"330370","PARAÍBA DO SUL","RJ","04/2020","4700"
"330370","PARAÍBA DO SUL","RJ","03/2020","4681"
"330370","PARAÍBA DO SUL","RJ","02/2020","4628"
"330370","PARAÍBA DO SUL","RJ","01/2020","4816"
"330370","PARAÍBA DO SUL","RJ","01/2021","4886"
"330370","PARAÍBA DO SUL","RJ","10/2021","5422"
"330370","PARAÍBA DO SUL","RJ","03/2021","5021"
"330370","PARAÍBA DO SUL","RJ","04/2021","5081"
"330370","PARAÍBA DO SUL","RJ","12/2021","5639"
"330370","PARAÍBA DO SUL","RJ","02/2021","4934"
"330370","PARAÍBA DO SUL","RJ","11/2021","5543"
"330370","PARAÍBA DO SUL","RJ","09/2021","5372"
"330370","PARAÍBA DO SUL","RJ","08/2021","5322"
"330370","PARAÍBA DO SUL","RJ","05/2021","5143"
"330370","PARAÍBA DO SUL","RJ","06/2021","5201"
"330370","PARAÍBA DO SUL","RJ","07/2021","5265"
"330370","PARAÍBA DO SUL","RJ","01/2022","5736"
"330370","PARAÍBA DO SUL","RJ","02/2022","5907"
"330370","PARAÍBA DO SUL","RJ","03/2022","5967"
"330370","PARAÍBA DO SUL","RJ","08/2012","3463"
"330370","PARAÍBA DO SUL","RJ","04/2022","6160"
"330370","PARAÍBA DO SUL","RJ","05/2022","6322"
"330370","PARAÍBA DO SUL","RJ","06/2022","6504"
"330370","PARAÍBA DO SUL","RJ","07/2022","6797"
"330370","PARAÍBA DO SUL","RJ","08/2022","7059"
"330370","PARAÍBA DO SUL","RJ","09/2022","7316"
"330370","PARAÍBA DO SUL","RJ","10/2022","7622"
"330370","PARAÍBA DO SUL","RJ","11/2022","7821"
"330370","PARAÍBA DO SUL","RJ","12/2022","7963"
"330370","PARAÍBA DO SUL","RJ","01/2023","8016"
"330370","PARAÍBA DO SUL","RJ","02/2023","8103"
"330370","PARAÍBA DO SUL","RJ","04/2023","8187"
"330370","PARAÍBA DO SUL","RJ","03/2023","8161"
"330370","PARAÍBA DO SUL","RJ","05/2023","8224"
"330370","PARAÍBA DO SUL","RJ","06/2023","8272"
"330370","PARAÍBA DO SUL","RJ","07/2023","8305"
"330370","PARAÍBA DO SUL","RJ","08/2023","8341"
"330370","PARAÍBA DO SUL","RJ","09/2023","8393"
"330370","PARAÍBA DO SUL","RJ","10/2023","8452"
"330370","PARAÍBA DO SUL","RJ","11/2023","8495"
"330370","PARAÍBA DO SUL","RJ","12/2023","8579"
"330370","PARAÍBA DO SUL","RJ","01/2024","8209"
"330370","PARAÍBA DO SUL","RJ","02/2024","8230"
"330370","PARAÍBA DO SUL","RJ","03/2024","8353"
"330370","PARAÍBA DO SUL","RJ","04/2024","8435"
"330370","PARAÍBA DO SUL","RJ","07/2024","8151"
"330370","PARAÍBA DO SUL","RJ","08/2024","8280"
"330370","PARAÍBA DO SUL","RJ","09/2024","8112"
"330370","PARAÍBA DO SUL","RJ","10/2024","8184"
"330370","PARAÍBA DO SUL","RJ","11/2024","8238"
"330370","PARAÍBA DO SUL","RJ","05/2024","8482"
"330370","PARAÍBA DO SUL","RJ","06/2024","8533"
"330370","PARAÍBA DO SUL","RJ","12/2024","8323"
"330370","PARAÍBA DO SUL","RJ","05/2025","8364"
"330370","PARAÍBA DO SUL","RJ","03/2025","8231"
"330370","PARAÍBA DO SUL","RJ","01/2025","8199"
"330370","PARAÍBA DO SUL","RJ","02/2025","8202"
"330370","PARAÍBA DO SUL","RJ","09/2012","3479"
"330380","PARATY","RJ","03/2015","4819"
"330380","PARATY","RJ","09/2012","3137"
"330380","PARATY","RJ","08/2012","3045"
"330380","PARATY","RJ","02/2025","10277"
"330380","PARATY","RJ","01/2025","10234"
"330380","PARATY","RJ","03/2025","10362"
"330380","PARATY","RJ","05/2025","10687"
"330380","PARATY","RJ","12/2024","10532"
"330380","PARATY","RJ","11/2024","10452"
"330380","PARATY","RJ","10/2024","10339"
"330380","PARATY","RJ","09/2024","10250"
"330380","PARATY","RJ","08/2024","10278"
"330380","PARATY","RJ","07/2024","10131"
"330380","PARATY","RJ","06/2024","10477"
"330380","PARATY","RJ","05/2024","10466"
"330380","PARATY","RJ","04/2024","10607"
"330380","PARATY","RJ","03/2024","10590"
"330380","PARATY","RJ","02/2024","10486"
"330380","PARATY","RJ","01/2024","10521"
"330380","PARATY","RJ","12/2023","11260"
"330380","PARATY","RJ","11/2023","11148"
"330380","PARATY","RJ","10/2023","11021"
"330380","PARATY","RJ","09/2023","10997"
"330380","PARATY","RJ","08/2023","10878"
"330380","PARATY","RJ","07/2023","10791"
"330380","PARATY","RJ","06/2023","10721"
"330380","PARATY","RJ","05/2023","10607"
"330380","PARATY","RJ","02/2023","10445"
"330380","PARATY","RJ","04/2023","10555"
"330380","PARATY","RJ","03/2023","10560"
"330380","PARATY","RJ","01/2023","10306"
"330380","PARATY","RJ","12/2022","10249"
"330380","PARATY","RJ","11/2022","10040"
"330380","PARATY","RJ","10/2022","9788"
"330380","PARATY","RJ","09/2022","9238"
"330380","PARATY","RJ","08/2022","8712"
"330380","PARATY","RJ","07/2022","8220"
"330380","PARATY","RJ","06/2022","7905"
"330380","PARATY","RJ","05/2022","7617"
"330380","PARATY","RJ","04/2022","7330"
"330380","PARATY","RJ","03/2022","7069"
"330380","PARATY","RJ","02/2022","6918"
"330380","PARATY","RJ","01/2022","6627"
"330380","PARATY","RJ","07/2021","5938"
"330380","PARATY","RJ","06/2021","5804"
"330380","PARATY","RJ","05/2021","5696"
"330380","PARATY","RJ","08/2021","6018"
"330380","PARATY","RJ","09/2021","6080"
"330380","PARATY","RJ","11/2021","6371"
"330380","PARATY","RJ","02/2021","5437"
"330380","PARATY","RJ","12/2021","6532"
"330380","PARATY","RJ","04/2021","5595"
"330380","PARATY","RJ","03/2021","5506"
"330380","PARATY","RJ","10/2021","6139"
"330380","PARATY","RJ","01/2021","5365"
"330380","PARATY","RJ","01/2020","5459"
"330380","PARATY","RJ","02/2020","5231"
"330380","PARATY","RJ","03/2020","5326"
"330380","PARATY","RJ","04/2020","5328"
"330380","PARATY","RJ","05/2020","5332"
"330380","PARATY","RJ","06/2020","5359"
"330380","PARATY","RJ","08/2020","5430"
"330380","PARATY","RJ","09/2020","5487"
"330380","PARATY","RJ","12/2020","5288"
"330380","PARATY","RJ","07/2020","5392"
"330380","PARATY","RJ","11/2020","5209"
"330380","PARATY","RJ","10/2020","5561"
"330380","PARATY","RJ","01/2019","4854"
"330380","PARATY","RJ","02/2019","4969"
"330380","PARATY","RJ","03/2019","5037"
"330380","PARATY","RJ","04/2019","4965"
"330380","PARATY","RJ","05/2019","5037"
"330380","PARATY","RJ","06/2019","5124"
"330380","PARATY","RJ","07/2019","5199"
"330380","PARATY","RJ","09/2019","4981"
"330380","PARATY","RJ","08/2019","5283"
"330380","PARATY","RJ","11/2019","5266"
"330380","PARATY","RJ","12/2019","5392"
"330380","PARATY","RJ","10/2019","5115"
"330380","PARATY","RJ","01/2018","4916"
"330380","PARATY","RJ","02/2018","5004"
"330380","PARATY","RJ","03/2018","4738"
"330380","PARATY","RJ","05/2018","4892"
"330380","PARATY","RJ","04/2018","4796"
"330380","PARATY","RJ","06/2018","4956"
"330380","PARATY","RJ","08/2018","4606"
"330380","PARATY","RJ","09/2018","4736"
"330380","PARATY","RJ","12/2018","4758"
"330380","PARATY","RJ","10/2018","4956"
"330380","PARATY","RJ","07/2018","5022"
"330380","PARATY","RJ","11/2018","5081"
"330380","PARATY","RJ","03/2017","4974"
"330380","PARATY","RJ","06/2017","5109"
"330380","PARATY","RJ","02/2017","4937"
"330380","PARATY","RJ","05/2017","5087"
"330380","PARATY","RJ","01/2017","4860"
"330380","PARATY","RJ","07/2017","5135"
"330380","PARATY","RJ","04/2017","5040"
"330380","PARATY","RJ","10/2017","4559"
"330380","PARATY","RJ","11/2017","4680"
"330380","PARATY","RJ","08/2017","5219"
"330380","PARATY","RJ","12/2017","4826"
"330380","PARATY","RJ","09/2017","4436"
"330380","PARATY","RJ","01/2016","4783"
"330380","PARATY","RJ","03/2016","4861"
"330380","PARATY","RJ","04/2016","4881"
"330380","PARATY","RJ","02/2016","4838"
"330380","PARATY","RJ","05/2016","4920"
"330380","PARATY","RJ","06/2016","4949"
"330380","PARATY","RJ","07/2016","4999"
"330380","PARATY","RJ","09/2016","5056"
"330380","PARATY","RJ","10/2016","5097"
"330380","PARATY","RJ","12/2016","4862"
"330380","PARATY","RJ","08/2016","5031"
"330380","PARATY","RJ","11/2016","5139"
"330380","PARATY","RJ","01/2015","4731"
"330380","PARATY","RJ","04/2015","4862"
"330380","PARATY","RJ","05/2015","4886"
"330380","PARATY","RJ","06/2015","4930"
"330380","PARATY","RJ","08/2015","4886"
"330380","PARATY","RJ","11/2015","4953"
"330380","PARATY","RJ","07/2015","4862"
"330380","PARATY","RJ","02/2015","4764"
"330380","PARATY","RJ","12/2015","4991"
"330380","PARATY","RJ","10/2015","4935"
"330380","PARATY","RJ","09/2015","4907"
"330380","PARATY","RJ","01/2014","4349"
"330380","PARATY","RJ","04/2014","4521"
"330380","PARATY","RJ","05/2014","4579"
"330380","PARATY","RJ","06/2014","4669"
"330380","PARATY","RJ","03/2014","4458"
"330380","PARATY","RJ","02/2014","4398"
"330380","PARATY","RJ","07/2014","4732"
"330380","PARATY","RJ","08/2014","4840"
"330380","PARATY","RJ","09/2014","4906"
"330380","PARATY","RJ","12/2014","5042"
"330380","PARATY","RJ","10/2014","4964"
"330380","PARATY","RJ","11/2014","5015"
"330380","PARATY","RJ","01/2013","3334"
"330380","PARATY","RJ","02/2013","3401"
"330380","PARATY","RJ","03/2013","3458"
"330380","PARATY","RJ","04/2013","3721"
"330380","PARATY","RJ","05/2013","3765"
"330380","PARATY","RJ","06/2013","3852"
"330380","PARATY","RJ","07/2013","3937"
"330380","PARATY","RJ","09/2013","4063"
"330380","PARATY","RJ","08/2013","4023"
"330380","PARATY","RJ","12/2013","4289"
"330380","PARATY","RJ","10/2013","4161"
"330380","PARATY","RJ","11/2013","4221"
"330380","PARATY","RJ","12/2012","3294"
"330380","PARATY","RJ","11/2012","3265"
"330380","PARATY","RJ","10/2012","3208"
"330385","PATY DO ALFERES","RJ","08/2012","3522"
"330385","PATY DO ALFERES","RJ","09/2012","3594"
"330385","PATY DO ALFERES","RJ","10/2012","3679"
"330385","PATY DO ALFERES","RJ","11/2012","3745"
"330385","PATY DO ALFERES","RJ","12/2012","3776"
"330385","PATY DO ALFERES","RJ","10/2013","3986"
"330385","PATY DO ALFERES","RJ","12/2013","4051"
"330385","PATY DO ALFERES","RJ","08/2013","3939"
"330385","PATY DO ALFERES","RJ","09/2013","3953"
"330385","PATY DO ALFERES","RJ","07/2013","3916"
"330385","PATY DO ALFERES","RJ","06/2013","3894"
"330385","PATY DO ALFERES","RJ","05/2013","3879"
"330385","PATY DO ALFERES","RJ","04/2013","3852"
"330385","PATY DO ALFERES","RJ","03/2013","3816"
"330385","PATY DO ALFERES","RJ","02/2013","3818"
"330385","PATY DO ALFERES","RJ","11/2013","4033"
"330385","PATY DO ALFERES","RJ","01/2013","3798"
"330385","PATY DO ALFERES","RJ","11/2014","4261"
"330385","PATY DO ALFERES","RJ","10/2014","4236"
"330385","PATY DO ALFERES","RJ","12/2014","4285"
"330385","PATY DO ALFERES","RJ","09/2014","4208"
"330385","PATY DO ALFERES","RJ","08/2014","4198"
"330385","PATY DO ALFERES","RJ","07/2014","4177"
"330385","PATY DO ALFERES","RJ","02/2014","4053"
"330385","PATY DO ALFERES","RJ","03/2014","4093"
"330385","PATY DO ALFERES","RJ","06/2014","4159"
"330385","PATY DO ALFERES","RJ","05/2014","4133"
"330385","PATY DO ALFERES","RJ","04/2014","4111"
"330385","PATY DO ALFERES","RJ","01/2014","4052"
"330385","PATY DO ALFERES","RJ","09/2015","4088"
"330385","PATY DO ALFERES","RJ","10/2015","4094"
"330385","PATY DO ALFERES","RJ","12/2015","4157"
"330385","PATY DO ALFERES","RJ","02/2015","4058"
"330385","PATY DO ALFERES","RJ","07/2015","4070"
"330385","PATY DO ALFERES","RJ","11/2015","4122"
"330385","PATY DO ALFERES","RJ","08/2015","4083"
"330385","PATY DO ALFERES","RJ","06/2015","4117"
"330385","PATY DO ALFERES","RJ","05/2015","4099"
"330385","PATY DO ALFERES","RJ","04/2015","4088"
"330385","PATY DO ALFERES","RJ","03/2015","4068"
"330385","PATY DO ALFERES","RJ","01/2015","4044"
"330385","PATY DO ALFERES","RJ","11/2016","4040"
"330385","PATY DO ALFERES","RJ","08/2016","4020"
"330385","PATY DO ALFERES","RJ","12/2016","3764"
"330385","PATY DO ALFERES","RJ","10/2016","4038"
"330385","PATY DO ALFERES","RJ","09/2016","4032"
"330385","PATY DO ALFERES","RJ","07/2016","3998"
"330385","PATY DO ALFERES","RJ","06/2016","3971"
"330385","PATY DO ALFERES","RJ","05/2016","3954"
"330385","PATY DO ALFERES","RJ","02/2016","3906"
"330385","PATY DO ALFERES","RJ","04/2016","3934"
"330385","PATY DO ALFERES","RJ","03/2016","3914"
"330385","PATY DO ALFERES","RJ","01/2016","3912"
"330385","PATY DO ALFERES","RJ","09/2017","3575"
"330385","PATY DO ALFERES","RJ","12/2017","3799"
"330385","PATY DO ALFERES","RJ","08/2017","3952"
"330385","PATY DO ALFERES","RJ","11/2017","3734"
"330385","PATY DO ALFERES","RJ","10/2017","3666"
"330385","PATY DO ALFERES","RJ","04/2017","3843"
"330385","PATY DO ALFERES","RJ","07/2017","3920"
"330385","PATY DO ALFERES","RJ","01/2017","3771"
"330385","PATY DO ALFERES","RJ","05/2017","3856"
"330385","PATY DO ALFERES","RJ","02/2017","3783"
"330385","PATY DO ALFERES","RJ","06/2017","3879"
"330385","PATY DO ALFERES","RJ","03/2017","3801"
"330385","PATY DO ALFERES","RJ","11/2018","3895"
"330385","PATY DO ALFERES","RJ","07/2018","3910"
"330385","PATY DO ALFERES","RJ","10/2018","3818"
"330385","PATY DO ALFERES","RJ","12/2018","3791"
"330385","PATY DO ALFERES","RJ","09/2018","3715"
"330385","PATY DO ALFERES","RJ","08/2018","3657"
"330385","PATY DO ALFERES","RJ","06/2018","3866"
"330385","PATY DO ALFERES","RJ","04/2018","3751"
"330385","PATY DO ALFERES","RJ","05/2018","3829"
"330385","PATY DO ALFERES","RJ","03/2018","3702"
"330385","PATY DO ALFERES","RJ","02/2018","3832"
"330385","PATY DO ALFERES","RJ","01/2018","3825"
"330385","PATY DO ALFERES","RJ","10/2019","3890"
"330385","PATY DO ALFERES","RJ","12/2019","3955"
"330385","PATY DO ALFERES","RJ","11/2019","3909"
"330385","PATY DO ALFERES","RJ","08/2019","3977"
"330385","PATY DO ALFERES","RJ","09/2019","3835"
"330385","PATY DO ALFERES","RJ","07/2019","3918"
"330385","PATY DO ALFERES","RJ","06/2019","3891"
"330385","PATY DO ALFERES","RJ","05/2019","3855"
"330385","PATY DO ALFERES","RJ","04/2019","3827"
"330385","PATY DO ALFERES","RJ","03/2019","3876"
"330385","PATY DO ALFERES","RJ","02/2019","3841"
"330385","PATY DO ALFERES","RJ","01/2019","3812"
"330385","PATY DO ALFERES","RJ","10/2020","4045"
"330385","PATY DO ALFERES","RJ","11/2020","3975"
"330385","PATY DO ALFERES","RJ","07/2020","3918"
"330385","PATY DO ALFERES","RJ","12/2020","4001"
"330385","PATY DO ALFERES","RJ","09/2020","4002"
"330385","PATY DO ALFERES","RJ","08/2020","3958"
"330385","PATY DO ALFERES","RJ","06/2020","3904"
"330385","PATY DO ALFERES","RJ","05/2020","3887"
"330385","PATY DO ALFERES","RJ","04/2020","3885"
"330385","PATY DO ALFERES","RJ","03/2020","3877"
"330385","PATY DO ALFERES","RJ","02/2020","3855"
"330385","PATY DO ALFERES","RJ","01/2020","3965"
"330385","PATY DO ALFERES","RJ","01/2021","4014"
"330385","PATY DO ALFERES","RJ","10/2021","4348"
"330385","PATY DO ALFERES","RJ","03/2021","4073"
"330385","PATY DO ALFERES","RJ","04/2021","4119"
"330385","PATY DO ALFERES","RJ","12/2021","4486"
"330385","PATY DO ALFERES","RJ","02/2021","4047"
"330385","PATY DO ALFERES","RJ","11/2021","4426"
"330385","PATY DO ALFERES","RJ","09/2021","4302"
"330385","PATY DO ALFERES","RJ","08/2021","4273"
"330385","PATY DO ALFERES","RJ","05/2021","4160"
"330385","PATY DO ALFERES","RJ","06/2021","4190"
"330385","PATY DO ALFERES","RJ","07/2021","4236"
"330385","PATY DO ALFERES","RJ","01/2022","4551"
"330385","PATY DO ALFERES","RJ","02/2022","4724"
"330385","PATY DO ALFERES","RJ","03/2022","4784"
"330385","PATY DO ALFERES","RJ","04/2022","4901"
"330385","PATY DO ALFERES","RJ","05/2022","5015"
"330385","PATY DO ALFERES","RJ","06/2022","5145"
"330385","PATY DO ALFERES","RJ","07/2022","5302"
"330385","PATY DO ALFERES","RJ","08/2022","5429"
"330385","PATY DO ALFERES","RJ","09/2022","5594"
"330385","PATY DO ALFERES","RJ","10/2022","5815"
"330385","PATY DO ALFERES","RJ","11/2022","5948"
"330385","PATY DO ALFERES","RJ","12/2022","6078"
"330385","PATY DO ALFERES","RJ","01/2023","6122"
"330385","PATY DO ALFERES","RJ","02/2023","6216"
"330385","PATY DO ALFERES","RJ","04/2023","6268"
"330385","PATY DO ALFERES","RJ","03/2023","6265"
"330385","PATY DO ALFERES","RJ","05/2023","6276"
"330385","PATY DO ALFERES","RJ","06/2023","6333"
"330385","PATY DO ALFERES","RJ","07/2023","6423"
"330385","PATY DO ALFERES","RJ","08/2023","6480"
"330385","PATY DO ALFERES","RJ","09/2023","6531"
"330385","PATY DO ALFERES","RJ","10/2023","6565"
"330385","PATY DO ALFERES","RJ","11/2023","6623"
"330385","PATY DO ALFERES","RJ","12/2023","6674"
"330385","PATY DO ALFERES","RJ","01/2024","6428"
"330385","PATY DO ALFERES","RJ","02/2024","6416"
"330385","PATY DO ALFERES","RJ","03/2024","6435"
"330385","PATY DO ALFERES","RJ","04/2024","6453"
"330385","PATY DO ALFERES","RJ","05/2024","6443"
"330385","PATY DO ALFERES","RJ","06/2024","6463"
"330385","PATY DO ALFERES","RJ","07/2024","6310"
"330385","PATY DO ALFERES","RJ","08/2024","6375"
"330385","PATY DO ALFERES","RJ","09/2024","6289"
"330385","PATY DO ALFERES","RJ","10/2024","6337"
"330385","PATY DO ALFERES","RJ","11/2024","6395"
"330385","PATY DO ALFERES","RJ","12/2024","6474"
"330385","PATY DO ALFERES","RJ","05/2025","6552"
"330385","PATY DO ALFERES","RJ","03/2025","6443"
"330385","PATY DO ALFERES","RJ","01/2025","6425"
"330385","PATY DO ALFERES","RJ","02/2025","6428"
"330390","PETRÓPOLIS","RJ","09/2012","20258"
"330390","PETRÓPOLIS","RJ","10/2012","20279"
"330390","PETRÓPOLIS","RJ","02/2025","52443"
"330390","PETRÓPOLIS","RJ","11/2012","21064"
"330390","PETRÓPOLIS","RJ","12/2012","21654"
"330390","PETRÓPOLIS","RJ","11/2013","23659"
"330390","PETRÓPOLIS","RJ","10/2013","23249"
"330390","PETRÓPOLIS","RJ","12/2013","24033"
"330390","PETRÓPOLIS","RJ","08/2013","22771"
"330390","PETRÓPOLIS","RJ","09/2013","23009"
"330390","PETRÓPOLIS","RJ","07/2013","22694"
"330390","PETRÓPOLIS","RJ","06/2013","22401"
"330390","PETRÓPOLIS","RJ","05/2013","22111"
"330390","PETRÓPOLIS","RJ","04/2013","22041"
"330390","PETRÓPOLIS","RJ","03/2013","21707"
"330390","PETRÓPOLIS","RJ","02/2013","21698"
"330390","PETRÓPOLIS","RJ","01/2013","21686"
